product,issue,sub_product,complaint_id,timely,company_response,submitted_via,company,date_received,state,sub_issue,Month_Year,count
Checking or savings account,Managing an account,Checking account,4892120,Yes,Closed with explanation,Referral,"BERKSHIRE HILLS BANCORP, INC",8/11/2021,CT,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4893563,Yes,Closed with explanation,Web,"FIRST INTERSTATE BANCSYSTEM, INC.",10/11/2021,OR,Problem making or receiving payments,30-11-21,1
Checking or savings account,Managing an account,Checking account,4894726,Yes,Closed with explanation,Referral,WSFS FINANCIAL CORPORATION,5/11/2021,DE,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4895047,Yes,Closed with explanation,Referral,"HUNTINGTON NATIONAL BANK, THE",9/11/2021,MN,Funds not handled or disbursed as instructed,30-11-21,1
Checking or savings account,Managing an account,Checking account,4895119,Yes,Closed with explanation,Postal mail,"HUNTINGTON NATIONAL BANK, THE",10/11/2021,MN,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4896971,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",10/11/2021,DE,Problem using a debit or ATM card,30-11-21,1
Checking or savings account,Managing an account,Checking account,4898055,Yes,Closed with monetary relief,Referral,JPMORGAN CHASE & CO.,3/11/2021,CT,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4898390,Yes,Closed with monetary relief,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",5/11/2021,CT,Funds not handled or disbursed as instructed,30-11-21,1
Checking or savings account,Managing an account,Checking account,4898417,Yes,Closed with explanation,Referral,PENTAGON FEDERAL CREDIT UNION,9/11/2021,NM,Problem accessing account,30-11-21,1
Checking or savings account,Managing an account,Checking account,4900042,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,11/11/2021,WV,Banking errors,30-11-21,1
Checking or savings account,Managing an account,Checking account,4903428,Yes,Closed with explanation,Referral,Comerica,9/11/2021,NE,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4903775,Yes,Closed with explanation,Referral,PNC Bank N.A.,10/11/2021,WI,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4904006,Yes,Closed with explanation,Referral,"HUNTINGTON NATIONAL BANK, THE",9/11/2021,KY,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4904140,Yes,Closed with monetary relief,Phone,"BANK OF AMERICA, NATIONAL ASSOCIATION",12/11/2021,CT,Banking errors,30-11-21,1
Checking or savings account,Managing an account,Checking account,4904586,Yes,Closed with explanation,Web,"CITIBANK, N.A.",12/11/2021,DC,Banking errors,30-11-21,1
Checking or savings account,Managing an account,Checking account,4904874,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,12/11/2021,MN,Problem making or receiving payments,30-11-21,1
Checking or savings account,Managing an account,Checking account,4905012,Yes,Closed with explanation,Referral,"CITIBANK, N.A.",10/11/2021,OR,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4905047,Yes,Closed with explanation,Referral,UNITED SERVICES AUTOMOBILE ASSOCIATION,10/11/2021,NM,Fee problem,30-11-21,1
Checking or savings account,Managing an account,Checking account,4905193,Yes,Closed with explanation,Referral,U.S. BANCORP,10/11/2021,NE,Problem accessing account,30-11-21,1
Checking or savings account,Managing an account,Checking account,4905769,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,12/11/2021,WI,Funds not handled or disbursed as instructed,30-11-21,1
Checking or savings account,Managing an account,Checking account,4906668,Yes,Closed with explanation,Referral,U.S. BANCORP,9/11/2021,OR,Problem accessing account,30-11-21,1
Checking or savings account,Managing an account,Checking account,4906713,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,12/11/2021,HI,Problem using a debit or ATM card,30-11-21,1
Checking or savings account,Managing an account,Checking account,4907731,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,13-11-21,UT,Problem using a debit or ATM card,30-11-21,1
Checking or savings account,Managing an account,Checking account,4908936,Yes,Closed with monetary relief,Web,Lending Club Corp,14-11-21,ID,Banking errors,30-11-21,1
Checking or savings account,Managing an account,Checking account,4909820,Yes,Closed with explanation,Web,CAPITAL ONE FINANCIAL CORPORATION,14-11-21,OK,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4909982,Yes,Closed with non-monetary relief,Web,JPMORGAN CHASE & CO.,14-11-21,OR,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4910234,Yes,Closed with explanation,Web,"CITIBANK, N.A.",14-11-21,MT,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4910346,Yes,Closed with explanation,Web,CAPITAL ONE FINANCIAL CORPORATION,14-11-21,NH,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4912724,Yes,Closed with explanation,Web,"HUNTINGTON NATIONAL BANK, THE",15-11-21,MN,Problem accessing account,30-11-21,1
Checking or savings account,Managing an account,Checking account,4913376,Yes,Closed with non-monetary relief,Web,ALLY FINANCIAL INC.,15-11-21,MN,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4913766,Yes,Closed with explanation,Web,Chime Financial Inc,15-11-21,HI,Problem accessing account,30-11-21,1
Checking or savings account,Managing an account,Checking account,4913771,Yes,Closed with explanation,Phone,"HUNTINGTON NATIONAL BANK, THE",15-11-21,MN,Problem accessing account,30-11-21,1
Checking or savings account,Managing an account,Checking account,4914212,Yes,Closed with monetary relief,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",16-11-21,NH,Problem making or receiving payments,30-11-21,1
Checking or savings account,Managing an account,Checking account,4914216,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,15-11-21,MN,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4914420,Yes,Closed with explanation,Referral,U.S. BANCORP,14-11-21,OR,Problem using a debit or ATM card,30-11-21,1
Checking or savings account,Managing an account,Checking account,4914471,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",16-11-21,CT,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4915986,Yes,Closed with explanation,Referral,CAPITAL ONE FINANCIAL CORPORATION,15-11-21,AR,Problem accessing account,30-11-21,1
Checking or savings account,Managing an account,Checking account,4916422,Yes,Closed with explanation,Web,MoneyLion Inc.,16-11-21,NE,Problem using a debit or ATM card,30-11-21,1
Checking or savings account,Managing an account,Checking account,4916531,Yes,Closed with monetary relief,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",16-11-21,DC,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4916612,Yes,Closed with explanation,Referral,BANK OF HAWAII CORPORATION,15-11-21,HI,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4916618,Yes,Closed with explanation,Referral,JPMORGAN CHASE & CO.,15-11-21,CT,Problem accessing account,30-11-21,1
Checking or savings account,Managing an account,Checking account,4916739,Yes,Closed with monetary relief,Phone,"PEOPLE'S UNITED BANK, NATIONAL ASSOCIATION",16-11-21,NH,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4916971,Yes,Closed with explanation,Phone,JPMORGAN CHASE & CO.,16-11-21,WI,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4917821,Yes,Closed with monetary relief,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",17-11-21,DC,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4918479,Yes,Closed with monetary relief,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",16-11-21,NH,Funds not handled or disbursed as instructed,30-11-21,1
Checking or savings account,Managing an account,Checking account,4920524,Yes,Closed with explanation,Referral,KEYCORP,16-11-21,ME,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4920534,Yes,Closed with explanation,Web,PNC Bank N.A.,17-11-21,DC,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4921364,Yes,Closed with explanation,Referral,UNITED SERVICES AUTOMOBILE ASSOCIATION,16-11-21,SD,Problem accessing account,30-11-21,1
Checking or savings account,Managing an account,Checking account,4921739,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",17-11-21,AR,Problem making or receiving payments,30-11-21,1
Checking or savings account,Managing an account,Checking account,4921915,Yes,Closed with monetary relief,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",17-11-21,DE,Problem using a debit or ATM card,30-11-21,1
Checking or savings account,Managing an account,Checking account,4925477,Yes,Closed with explanation,Referral,WSFS FINANCIAL CORPORATION,17-11-21,DE,Problem making or receiving payments,30-11-21,1
Checking or savings account,Managing an account,Checking account,4926146,Yes,Closed with explanation,Referral,WELLS FARGO & COMPANY,17-11-21,OR,Problem accessing account,30-11-21,1
Checking or savings account,Managing an account,Checking account,4926290,Yes,Closed with explanation,Referral,"ARVEST BANK GROUP, INC.",10/11/2021,AR,Problem accessing account,30-11-21,1
Checking or savings account,Managing an account,Checking account,4926313,Yes,Closed with explanation,Referral,JPMORGAN CHASE & CO.,17-11-21,WI,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4929455,Yes,Closed with explanation,Referral,"GOLDEN 1 CREDIT UNION, THE",18-11-21,NH,Problem accessing account,30-11-21,1
Checking or savings account,Managing an account,Checking account,4929641,Yes,Closed with explanation,Referral,WELLS FARGO & COMPANY,18-11-21,NE,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4929811,Yes,Closed with explanation,Referral,"UNITED BANKSHARES, INC.",18-11-21,WV,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4929933,Yes,Closed with monetary relief,Phone,KEYCORP,19-11-21,CT,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4930246,Yes,Closed with explanation,Referral,"ARVEST BANK GROUP, INC.",18-11-21,OK,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4930546,Yes,Closed with explanation,Referral,BANK OF HAWAII CORPORATION,18-11-21,HI,Banking errors,30-11-21,1
Checking or savings account,Managing an account,Checking account,4931188,Yes,Closed with explanation,Referral,"CITIBANK, N.A.",18-11-21,MT,Problem accessing account,30-11-21,1
Checking or savings account,Managing an account,Checking account,4935526,Yes,Closed with explanation,Referral,"HUNTINGTON NATIONAL BANK, THE",19-11-21,MN,Cashing a check,30-11-21,1
Checking or savings account,Managing an account,Checking account,4935581,Yes,Closed with explanation,Referral,JPMORGAN CHASE & CO.,19-11-21,DE,Problem using a debit or ATM card,30-11-21,1
Checking or savings account,Managing an account,Checking account,4936206,Yes,Closed with explanation,Referral,NAVY FEDERAL CREDIT UNION,19-11-21,AR,Cashing a check,30-11-21,1
Checking or savings account,Managing an account,Checking account,4936391,Yes,Closed with monetary relief,Web,NAVY FEDERAL CREDIT UNION,22-11-21,OK,Fee problem,30-11-21,1
Checking or savings account,Managing an account,Checking account,4936693,Yes,Closed with explanation,Referral,WELLS FARGO & COMPANY,19-11-21,OR,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4937486,Yes,Closed with non-monetary relief,Web,WELLS FARGO & COMPANY,22-11-21,UT,Problem using a debit or ATM card,30-11-21,1
Checking or savings account,Managing an account,Checking account,4937554,Yes,Closed with monetary relief,Referral,BANNER CORPORATION,18-11-21,OR,Problem using a debit or ATM card,30-11-21,1
Checking or savings account,Managing an account,Checking account,4937716,Yes,Closed with monetary relief,Phone,PNC Bank N.A.,22-11-21,DE,Problem using a debit or ATM card,30-11-21,1
Checking or savings account,Managing an account,Checking account,4938053,Yes,Closed with explanation,Referral,MoneyLion Inc.,18-11-21,CT,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4938453,Yes,Closed with non-monetary relief,Web,TD BANK US HOLDING COMPANY,23-11-21,VT,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4939221,Yes,Closed with explanation,Referral,"CITIBANK, N.A.",20-11-21,OR,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4939252,Yes,Closed with explanation,Referral,U.S. BANCORP,20-11-21,OR,Problem making or receiving payments,30-11-21,1
Checking or savings account,Managing an account,Checking account,4939658,Yes,Closed with explanation,Phone,BANK OF THE WEST,23-11-21,OK,Cashing a check,30-11-21,1
Checking or savings account,Managing an account,Checking account,4939724,Yes,Closed with monetary relief,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",23-11-21,NM,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4939995,Yes,Closed with monetary relief,Referral,"BM Technologies, Inc.",20-11-21,DE,Funds not handled or disbursed as instructed,30-11-21,1
Checking or savings account,Managing an account,Checking account,4940277,Yes,Closed with non-monetary relief,Referral,"CITIBANK, N.A.",22-11-21,KY,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4940295,Yes,Closed with explanation,Referral,"CITIBANK, N.A.",20-11-21,DC,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4940397,Yes,Closed with explanation,Web,Chime Financial Inc,23-11-21,CT,Deposits and withdrawals,30-11-21,1
Checking or savings account,Managing an account,Checking account,4940402,Yes,Closed with explanation,Web,"CITIBANK, N.A.",23-11-21,MN,Problem accessing account,30-11-21,1
